fy_year,vintage,region,duration,start_year,degraded,scenario_variant,value
2058,2024-08,SA,2h,2025,True,base,-852.5
2059,2024-08,SA,2h,2025,True,base,-838.421
2060,2024-08,SA,2h,2025,True,base,-824.21
2025,2024-08,SA,4h,2025,True,base,-2046.343
2026,2024-08,SA,4h,2025,True,base,-1957.591
2027,2024-08,SA,4h,2025,True,base,-1896.637
2028,2024-08,SA,4h,2025,True,base,-1885.485
2029,2024-08,SA,4h,2025,True,base,-1876.832
2030,2024-08,SA,4h,2025,True,base,-1842.827
2031,2024-08,SA,4h,2025,True,base,-1778.502
2032,2024-08,SA,4h,2025,True,base,-1775.695
2033,2024-08,SA,4h,2025,True,base,-1747.03
2034,2024-08,SA,4h,2025,True,base,-1757.56
2035,2024-08,SA,4h,2025,True,base,-1730.659
2036,2024-08,SA,4h,2025,True,base,-1748.563
2037,2024-08,SA,4h,2025,True,base,-1722.174
2038,2024-08,SA,4h,2025,True,base,-1701.602
2039,2024-08,SA,4h,2025,True,base,-1670.028
2040,2024-08,SA,4h,2025,True,base,-1657.579
2041,2024-08,SA,4h,2025,True,base,-1617.571
2042,2024-08,SA,4h,2025,True,base,-1603.227
2043,2024-08,SA,4h,2025,True,base,-1580.63
2044,2024-08,SA,4h,2025,True,base,-1568.041
2045,2024-08,SA,4h,2025,True,base,-2061.841
2046,2024-08,SA,4h,2025,True,base,-2055.473
2047,2024-08,SA,4h,2025,True,base,-2020.379
2048,2024-08,SA,4h,2025,True,base,-1985.929
2049,2024-08,SA,4h,2025,True,base,-1952.974
2050,2024-08,SA,4h,2025,True,base,-1910.576
2051,2024-08,SA,4h,2025,True,base,-1887.787
2052,2024-08,SA,4h,2025,True,base,-1866.113
2053,2024-08,SA,4h,2025,True,base,-1842.279
2054,2024-08,SA,4h,2025,True,base,-1806.521
2055,2024-08,SA,4h,2025,True,base,-1780.681
2056,2024-08,SA,4h,2025,True,base,-1749.995
2057,2024-08,SA,4h,2025,True,base,-1723.086
2058,2024-08,SA,4h,2025,True,base,-1700.82
2059,2024-08,SA,4h,2025,True,base,-1674.293
2060,2024-08,SA,4h,2025,True,base,-1649.652
2025,2024-08,VIC,1h,2025,True,base,-522.7
2026,2024-08,VIC,1h,2025,True,base,-513.043
2027,2024-08,VIC,1h,2025,True,base,-501.88
2028,2024-08,VIC,1h,2025,True,base,-493.731
2029,2024-08,VIC,1h,2025,True,base,-492.862
2030,2024-08,VIC,1h,2025,True,base,-483.54
2031,2024-08,VIC,1h,2025,True,base,-473.956
2032,2024-08,VIC,1h,2025,True,base,-469.513
2033,2024-08,VIC,1h,2025,True,base,-458.716
2034,2024-08,VIC,1h,2025,True,base,-452.354
2035,2024-08,VIC,1h,2025,True,base,-446.859
2036,2024-08,VIC,1h,2025,True,base,-436.972
2037,2024-08,VIC,1h,2025,True,base,-429.67
2038,2024-08,VIC,1h,2025,True,base,-420.906
2039,2024-08,VIC,1h,2025,True,base,-415.489
2040,2024-08,VIC,1h,2025,True,base,-409.823
2041,2024-08,VIC,1h,2025,True,base,-399.922
2042,2024-08,VIC,1h,2025,True,base,-395.499
2043,2024-08,VIC,1h,2025,True,base,-391.704
2044,2024-08,VIC,1h,2025,True,base,-385.187
2045,2024-08,VIC,1h,2025,True,base,-511.7
2046,2024-08,VIC,1h,2025,True,base,-514.017
2047,2024-08,VIC,1h,2025,True,base,-503.915
2048,2024-08,VIC,1h,2025,True,base,-495.667
2049,2024-08,VIC,1h,2025,True,base,-485.925
2050,2024-08,VIC,1h,2025,True,base,-475.308
2051,2024-08,VIC,1h,2025,True,base,-470.262
2052,2024-08,VIC,1h,2025,True,base,-461.023
2053,2024-08,VIC,1h,2025,True,base,-455.77
2054,2024-08,VIC,1h,2025,True,base,-449.927
2055,2024-08,VIC,1h,2025,True,base,-441.05
2056,2024-08,VIC,1h,2025,True,base,-433.231
2057,2024-08,VIC,1h,2025,True,base,-426.88
2058,2024-08,VIC,1h,2025,True,base,-421.15
2059,2024-08,VIC,1h,2025,True,base,-415.698
2060,2024-08,VIC,1h,2025,True,base,-409.163
2025,2024-08,VIC,2h,2025,True,base,-1050.433
2026,2024-08,VIC,2h,2025,True,base,-1018.338
2027,2024-08,VIC,2h,2025,True,base,-994.67
2028,2024-08,VIC,2h,2025,True,base,-985.556
2029,2024-08,VIC,2h,2025,True,base,-976.966
2030,2024-08,VIC,2h,2025,True,base,-963.659
2031,2024-08,VIC,2h,2025,True,base,-936.079
2032,2024-08,VIC,2h,2025,True,base,-933.932
2033,2024-08,VIC,2h,2025,True,base,-915.281
2034,2024-08,VIC,2h,2025,True,base,-909.205
2035,2024-08,VIC,2h,2025,True,base,-896.575
2036,2024-08,VIC,2h,2025,True,base,-887.572
2037,2024-08,VIC,2h,2025,True,base,-863.186
2038,2024-08,VIC,2h,2025,True,base,-856.511
2039,2024-08,VIC,2h,2025,True,base,-840.188
2040,2024-08,VIC,2h,2025,True,base,-829.61
2041,2024-08,VIC,2h,2025,True,base,-809.026
2042,2024-08,VIC,2h,2025,True,base,-800.047
2043,2024-08,VIC,2h,2025,True,base,-791.329
2044,2024-08,VIC,2h,2025,True,base,-778.73
2045,2024-08,VIC,2h,2025,True,base,-1033.259
2046,2024-08,VIC,2h,2025,True,base,-1035.283
2047,2024-08,VIC,2h,2025,True,base,-1016.528
