fy_year,vintage,region,duration,start_year,degraded,scenario_variant,discharge_vol,charge_vol,wholesale_discharge_cf,wholesale_charge_cf,energy_trading_cf,high_price_cf,fcas_cf,total_cf,major_event_payout,minor_event_payout
2049,2024-11,QLD,4h,2025,FALSE,base,1830.113,-2085.126,247242.578,-78666.306,175359.302,42670.573,46519.006,221878.305,263710,74010
2050,2024-11,QLD,4h,2025,FALSE,base,1826.573,-2081.507,256392.878,-81882.907,181513.026,45246.586,48550.856,230063.879,263710,74010
2051,2024-11,QLD,4h,2025,FALSE,base,1825.642,-2080.574,257964.399,-79844.308,184132.639,45091.705,48622.431,232755.064,263710,74010
2052,2024-11,QLD,4h,2025,FALSE,base,1836.309,-2093.63,269344.696,-78822.051,196422.297,56818.156,51115.665,247537.964,263710,74010
2053,2024-11,QLD,4h,2025,FALSE,base,1825.854,-2081.638,271406.534,-77885.297,199354.036,59777.836,48812.68,248166.715,263710,74010
2054,2024-11,QLD,4h,2025,FALSE,base,1823.385,-2079.672,273628.789,-77151.518,203027.065,61765.369,48236.144,251263.212,263710,74010
2055,2024-11,QLD,4h,2025,FALSE,base,1825.132,-2082.298,272726.869,-78080.189,199953.465,60828.756,48131.861,248085.324,263710,74010
2056,2024-11,QLD,4h,2025,FALSE,base,1831.172,-2088.621,267874.115,-78015.026,196798.901,59296.877,48477.718,245276.621,263710,74010
2057,2024-11,QLD,4h,2025,FALSE,base,1820.435,-2077.529,276779.33,-79376.061,202414.49,63947.972,47929.761,250344.252,263710,74010
2058,2024-11,QLD,4h,2025,FALSE,base,1819.931,-2074.522,264751.818,-77811.994,193156.982,59281.097,47200.884,240357.864,263710,74010
2059,2024-11,QLD,4h,2025,FALSE,base,1815.919,-2071.121,256988.821,-76682.778,186445.96,55003.32,46723.812,233169.769,263710,74010
2060,2024-11,QLD,4h,2025,FALSE,base,1813.607,-2070.884,260302.899,-77183.876,190078.234,61006.898,45422.405,235500.638,263710,74010
2025,2024-11,SA,1h,2025,FALSE,base,456.694,-521.834,100415.029,12542.518,119382.407,66228.917,47354.783,166737.192,230625,56000
2026,2024-11,SA,1h,2025,FALSE,base,443.183,-508.094,88610.836,9536.587,100365.063,48591.425,12900.601,113265.663,230625,56000
2027,2024-11,SA,1h,2025,FALSE,base,442.537,-507.332,111541.436,7984.746,122126.737,66183.802,12120.489,134247.223,230625,56000
2028,2024-11,SA,1h,2025,FALSE,base,448.316,-513.579,93370.623,8333.466,104846.701,44638.102,11931.859,116778.559,230625,56000
2029,2024-11,SA,1h,2025,FALSE,base,448.603,-513.511,93717.317,1931.218,100825.38,43637.545,14417.312,115242.688,230625,56000
2030,2024-11,SA,1h,2025,FALSE,base,454.559,-519.126,95513.404,2911.842,101627.166,42045.466,14856.612,116483.776,230625,56000
2031,2024-11,SA,1h,2025,FALSE,base,442.58,-507.544,100246,-1017.948,102701.71,50046.848,9706.153,112407.863,230625,56000
2032,2024-11,SA,1h,2025,FALSE,base,448.204,-513.297,97824.345,-6499.697,94668.159,43492.825,9593.981,104262.14,230625,56000
2033,2024-11,SA,1h,2025,FALSE,base,451.096,-516.138,112457.02,-10727.132,105299.774,56545.766,9956.018,115255.795,230625,56000
2034,2024-11,SA,1h,2025,FALSE,base,453.922,-518.467,109476.001,-12735.98,100137.855,53014.32,13176.136,113313.992,230625,56000
2035,2024-11,SA,1h,2025,FALSE,base,453.029,-517.818,109359.441,-14407.455,98407.46,54663.174,11763.057,110170.515,230625,56000
2036,2024-11,SA,1h,2025,FALSE,base,461.859,-527.009,127275.002,-12971.751,116178.539,67378.191,22643.724,138822.265,230625,56000
2037,2024-11,SA,1h,2025,FALSE,base,461.113,-525.753,125413.081,-14672.534,112824.803,66482.129,23998.722,136823.523,230625,56000
2038,2024-11,SA,1h,2025,FALSE,base,458.288,-523.165,132944.51,-16585.16,119236.337,75456.953,24955.085,144191.425,230625,56000
2039,2024-11,SA,1h,2025,FALSE,base,460.497,-525.357,130666.248,-17607.559,116738.05,71551.235,25288.444,142026.498,230625,56000
2040,2024-11,SA,1h,2025,FALSE,base,462.199,-527.301,130333,-21244.949,111576.645,68511.633,24731.772,136308.419,230625,56000
2041,2024-11,SA,1h,2025,FALSE,base,459.262,-523.898,128608.669,-21522.703,110123.354,68551.531,24620.057,134743.412,230625,56000
2042,2024-11,SA,1h,2025,FALSE,base,460.372,-524.898,113073.179,-19536.497,96924.417,53284.294,25110.543,122034.958,230625,56000
2043,2024-11,SA,1h,2025,FALSE,base,460.075,-524.997,109047.699,-20158.607,92871.029,50260.245,25402.549,118273.58,230625,56000
2044,2024-11,SA,1h,2025,FALSE,base,461.054,-526.065,126196.253,-19474.988,109364.088,66371.57,25594.094,134958.181,230625,56000
2045,2024-11,SA,1h,2025,FALSE,base,458.608,-522.957,113720.788,-19977.821,97231.217,54437.237,24899.614,122130.832,230625,56000
2046,2024-11,SA,1h,2025,FALSE,base,459.525,-524.16,111145.544,-18895.976,95561.706,52497.882,25418.175,120979.879,230625,56000
2047,2024-11,SA,1h,2025,FALSE,base,459.352,-524.145,98150.629,-17917.823,84037.619,41086.41,26330.085,110367.705,230625,56000
2048,2024-11,SA,1h,2025,FALSE,base,462.016,-527.243,137494.52,-19754.71,120528.455,77617.41,22854.484,143382.937,230625,56000
2049,2024-11,SA,1h,2025,FALSE,base,458.345,-522.829,128520.112,-21430.326,110788.893,69607.467,23559.376,134348.265,230625,56000
2050,2024-11,SA,1h,2025,FALSE,base,458.215,-522.817,120797.756,-19669.705,105457.08,64135.018,25146.403,130603.484,230625,56000
2051,2024-11,SA,1h,2025,FALSE,base,456.327,-521.255,119405.468,-18812.143,104901.755,64003.06,25950.719,130852.471,230625,56000
2052,2024-11,SA,1h,2025,FALSE,base,457.821,-522.864,132449.584,-20174.817,115313.855,75426.791,25775.465,141089.322,230625,56000
2053,2024-11,SA,1h,2025,FALSE,base,457.231,-521.926,118297.597,-22083.2,100282.26,61858.555,25289.791,125572.049,230625,56000
2054,2024-11,SA,1h,2025,FALSE,base,456.752,-521.017,110986.39,-20605.474,94958.739,55021.345,24475.345,119434.084,230625,56000
2055,2024-11,SA,1h,2025,FALSE,base,457.548,-522.49,124220.006,-20208.709,107363.052,67425.018,24230.254,131593.306,230625,56000
2056,2024-11,SA,1h,2025,FALSE,base,459.961,-525.138,134691.031,-18498.144,118633.818,77245.613,24407.15,143040.964,230625,56000
2057,2024-11,SA,1h,2025,FALSE,base,456.203,-520.57,130806.839,-19052.444,115075.059,74069.902,24627.144,139702.203,230625,56000
2058,2024-11,SA,1h,2025,FALSE,base,456.168,-520.472,123367.543,-18622.89,108460.655,67478.36,24402.465,132863.123,230625,56000
2059,2024-11,SA,1h,2025,FALSE,base,456.867,-521.865,133746.693,-20655.444,116647.664,76645.542,23616.393,140264.055,230625,56000
2060,2024-11,SA,1h,2025,FALSE,base,456.22,-520.798,133199.335,-18815.899,117879.686,77789.998,23516.007,141395.695,230625,56000
2025,2024-11,SA,2h,2025,FALSE,base,909.19,-1039.256,151675.758,12381.465,174353.368,73283.535,62887.168,237240.539,247596,69612
2026,2024-11,SA,2h,2025,FALSE,base,875.749,-1005.489,136016.634,4912.553,145130.087,50789.092,17496.051,162626.138,247596,69612
2027,2024-11,SA,2h,2025,FALSE,base,870.21,-999.378,160768.384,-1173.518,163719.625,67089.369,16614.391,180334.016,247596,69612
2028,2024-11,SA,2h,2025,FALSE,base,881.972,-1011.933,142619.657,1212.002,148605.825,45088.746,15856.634,164462.458,247596,69612
2029,2024-11,SA,2h,2025,FALSE,base,888.876,-1018.693,150905.881,-12512.802,144166.715,44234.897,18996.888,163163.603,247596,69612
2030,2024-11,SA,2h,2025,FALSE,base,900.744,-1029.254,148272.897,-10178.076,143181.119,42814.664,19792.129,162973.247,247596,69612
2031,2024-11,SA,2h,2025,FALSE,base,873.562,-1002.897,149449.041,-15214.765,139741.066,50449.161,11838.451,151579.517,247596,69612
2032,2024-11,SA,2h,2025,FALSE,base,889.542,-1019.452,158151.071,-25435.83,137971.094,52141.263,11922.61,149893.704,247596,69612
2033,2024-11,SA,2h,2025,FALSE,base,892.1,-1022.214,165957.43,-30816.115,140905.045,57138.763,12732.268,153637.314,247596,69612
2034,2024-11,SA,2h,2025,FALSE,base,901.842,-1031.296,166399.663,-35104.941,135365.435,54717.671,16698.793,152064.231,247596,69612
2035,2024-11,SA,2h,2025,FALSE,base,895.662,-1025.057,162558.419,-34615.787,132993.349,55744.188,15045.363,148038.709,247596,69612
2036,2024-11,SA,2h,2025,FALSE,base,923.951,-1053.956,189384.529,-33847.677,157305.337,69547.537,30911.37,188216.708,247596,69612
2037,2024-11,SA,2h,2025,FALSE,base,920.68,-1050.082,189379.387,-35060.468,156898.198,72203.986,32322.066,189220.265,247596,69612
2038,2024-11,SA,2h,2025,FALSE,base,925.826,-1055.987,193910.54,-39353.333,158061.728,76749.502,34355.769,192417.505,247596,69612
2039,2024-11,SA,2h,2025,FALSE,base,921.785,-1050.718,193228.849,-40348.391,156747.389,73944.173,34433.789,191181.183,247596,69612
2040,2024-11,SA,2h,2025,FALSE,base,929.584,-1059.792,206320.754,-45738.971,164009.674,83926.945,34240.169,198249.844,247596,69612
2041,2024-11,SA,2h,2025,FALSE,base,922.352,-1051.636,196676.414,-45307.721,155101.588,76375.78,33376.642,188478.228,247596,69612
2042,2024-11,SA,2h,2025,FALSE,base,921.478,-1050.705,173556.172,-42216.835,134957.663,54031.821,34573.209,169530.869,247596,69612
2043,2024-11,SA,2h,2025,FALSE,base,924.264,-1053.584,172777.954,-43108.309,132840.743,53128.475,35075.974,167916.717,247596,69612
2044,2024-11,SA,2h,2025,FALSE,base,927.187,-1057.648,187279.505,-40408.495,148741.602,67491.813,35975.426,184717.028,247596,69612
2045,2024-11,SA,2h,2025,FALSE,base,922.739,-1051.964,173350.324,-42801.658,134528.254,55188.703,34811.888,169340.145,247596,69612
2046,2024-11,SA,2h,2025,FALSE,base,926.106,-1056.014,171218.577,-41525.663,133438.685,53626.264,35666.417,169105.1,247596,69612
2047,2024-11,SA,2h,2025,FALSE,base,927.396,-1056.881,159095.029,-40418.48,122147.241,41919.631,36317.173,158464.415,247596,69612
2048,2024-11,SA,2h,2025,FALSE,base,925.853,-1056.396,200373.729,-42901.199,161293.278,81938.708,32013.928,193307.205,247596,69612
2049,2024-11,SA,2h,2025,FALSE,base,919.896,-1049.115,187125.909,-44361.774,147833.861,70908.964,32869.951,180703.808,247596,69612
2050,2024-11,SA,2h,2025,FALSE,base,920.487,-1050.242,178936.196,-42861.628,140691.771,65030.712,34936.539,175628.311,247596,69612
2051,2024-11,SA,2h,2025,FALSE,base,917.31,-1046.959,182770.801,-41871.282,145093.815,68399.366,35202.449,180296.263,247596,69612
2052,2024-11,SA,2h,2025,FALSE,base,918.948,-1049.083,190060.082,-41293.1,152760.85,76867.33,36448.444,189209.296,247596,69612
2053,2024-11,SA,2h,2025,FALSE,base,917.456,-1046.674,181036.561,-40990.5,144573.975,67906.204,34767.192,179341.165,247596,69612
2054,2024-11,SA,2h,2025,FALSE,base,915.378,-1044.27,178020.411,-42806.852,139600.365,64484.744,34493.701,174094.065,247596,69612
2055,2024-11,SA,2h,2025,FALSE,base,916.699,-1046.003,190555.852,-43045.742,150829.306,75597.33,33794.476,184623.782,247596,69612
2056,2024-11,SA,2h,2025,FALSE,base,919.605,-1049.658,192895.546,-39788.171,156560.394,79502.291,34508.489,191068.881,247596,69612
2057,2024-11,SA,2h,2025,FALSE,base,916.297,-1045.062,190271.507,-40767.177,152358.327,75685.995,34352.831,186711.158,247596,69612
2058,2024-11,SA,2h,2025,FALSE,base,912.318,-1040.934,180935.53,-41178.555,144569.834,68537.909,33920.884,178490.72,247596,69612
2059,2024-11,SA,2h,2025,FALSE,base,912.606,-1041.798,190954.895,-43292.861,152696.01,78380.772,33043.164,185739.174,247596,69612
2060,2024-11,SA,2h,2025,FALSE,base,915.622,-1045.451,196504.454,-41510.365,159340.044,84772,32710.329,192050.374,247596,69612
2025,2024-11,SA,4h,2025,FALSE,base,1792.265,-2051.637,239299.926,-2939.563,253733.413,73813.041,81560.197,335293.608,263710,74010
2026,2024-11,SA,4h,2025,FALSE,base,1720.994,-1980.24,220836.881,-23190.655,205584.517,50961.285,24286.831,229871.351,263710,74010
2027,2024-11,SA,4h,2025,FALSE,base,1718.109,-1977.113,248714.2,-34247.176,222726.165,67613.848,23168.255,245894.42,263710,74010
2028,2024-11,SA,4h,2025,FALSE,base,1726.835,-1986.518,234456.35,-34684.384,209577.38,45161.999,21252.385,230829.765,263710,74010
2029,2024-11,SA,4h,2025,FALSE,base,1761.853,-2022.227,250891.531,-57789.752,204883.93,44319.357,26961.434,231845.361,263710,74010
2030,2024-11,SA,4h,2025,FALSE,base,1774.653,-2032.131,244216.804,-48409.17,204798.669,42999.129,27820.123,232618.787,263710,74010
2031,2024-11,SA,4h,2025,FALSE,base,1713.94,-1973.219,234773.108,-55597.83,188986.339,50572.432,15406.352,204392.687,263710,74010
2032,2024-11,SA,4h,2025,FALSE,base,1738.955,-1998.61,248991.497,-72373.202,186486.758,52282.661,15700.277,202187.035,263710,74010
2033,2024-11,SA,4h,2025,FALSE,base,1746.081,-2006.108,260657.803,-79400.14,191139.544,57474.549,16576.313,207715.855,263710,74010
2034,2024-11,SA,4h,2025,FALSE,base,1769.259,-2028.543,266783.353,-83654.941,190031.085,56704.408,22542.705,212573.794,263710,74010
2035,2024-11,SA,4h,2025,FALSE,base,1750.244,-2009.018,254411.946,-82523.74,181047.766,56073.417,19910.699,200958.462,263710,74010
2036,2024-11,SA,4h,2025,FALSE,base,1831.67,-2091.701,299259.089,-82179.913,218167.695,69927.645,43838.969,262006.664,263710,74010
2037,2024-11,SA,4h,2025,FALSE,base,1834.229,-2093.633,301195.547,-86473.331,217272.407,72629.816,44500.952,261773.356,263710,74010
2038,2024-11,SA,4h,2025,FALSE,base,1838.332,-2097.673,306534.331,-87860.916,221078.015,77127.759,47496.664,268574.688,263710,74010
2039,2024-11,SA,4h,2025,FALSE,base,1835.714,-2094.607,308999.948,-93121.202,219186.12,74650.937,47857.171,267043.297,263710,74010
2040,2024-11,SA,4h,2025,FALSE,base,1847.28,-2107.663,319764.651,-97213.456,224934.836,84547.788,48511.989,273446.825,263710,74010
2041,2024-11,SA,4h,2025,FALSE,base,1827.552,-2086.117,309132.383,-97338.62,215322.89,76917.606,46487.951,261810.842,263710,74010
2042,2024-11,SA,4h,2025,FALSE,base,1827.554,-2085.992,287829.059,-95026.619,195448.474,54336.645,48193.726,243642.197,263710,74010
2043,2024-11,SA,4h,2025,FALSE,base,1832.441,-2091.987,286469.299,-94471.963,194653.235,53572.311,49345.874,243999.108,263710,74010
2044,2024-11,SA,4h,2025,FALSE,base,1839.372,-2099.796,299903.551,-88540.196,211545.758,68128.319,50276.661,261822.417,263710,74010
2045,2024-11,SA,4h,2025,FALSE,base,1833.322,-2092.526,286271.813,-95317.358,194352.383,55592.497,48781.806,243134.188,263710,74010
2046,2024-11,SA,4h,2025,FALSE,base,1834.978,-2094.178,284761.298,-94203.595,193821.59,54121.803,49388.362,243209.949,263710,74010
2047,2024-11,SA,4h,2025,FALSE,base,1837.603,-2097.267,271529.827,-92058.127,182582.459,42384.961,51019.833,233602.292,263710,74010
2048,2024-11,SA,4h,2025,FALSE,base,1829.183,-2089.166,311814.441,-92846.631,222889.112,83545.287,45141.59,268030.707,263710,74010
2049,2024-11,SA,4h,2025,FALSE,base,1828.156,-2086.726,298585.157,-97964.72,207131.634,72136.831,45979.779,253111.413,263710,74010
2050,2024-11,SA,4h,2025,FALSE,base,1815.669,-2073.579,288517.053,-94554.854,198488.519,66049.594,47516.475,246004.994,263710,74010
2051,2024-11,SA,4h,2025,FALSE,base,1819.439,-2078.841,292677.525,-91824.783,204319.293,69665.834,48272.494,252591.786,263710,74010
2052,2024-11,SA,4h,2025,FALSE,base,1820.238,-2079.817,297839.655,-88251.499,213252.937,77903.563,50514.66,263767.6,263710,74010
2053,2024-11,SA,4h,2025,FALSE,base,1819.269,-2077.781,289514.159,-89486.603,203879.002,68949.779,47910.934,251789.934,263710,74010
2054,2024-11,SA,4h,2025,FALSE,base,1818.526,-2077.3,286436.879,-92846.376,198575.091,65770.325,47966.51,246541.604,263710,74010
2055,2024-11,SA,4h,2025,FALSE,base,1815.196,-2073.781,299816.58,-93482.251,209636.379,76683.892,47131.602,256767.983,263710,74010
2056,2024-11,SA,4h,2025,FALSE,base,1821.731,-2081.62,300355.908,-86715.526,216837.135,80683.996,47938.604,264775.739,263710,74010
2057,2024-11,SA,4h,2025,FALSE,base,1817.864,-2076.426,298104.359,-89872.949,210977.712,76722.114,47776.82,258754.529,263710,74010
2058,2024-11,SA,4h,2025,FALSE,base,1812.241,-2070.54,288743.575,-90222.901,202792.118,69508.719,46767.988,249560.106,263710,74010
2059,2024-11,SA,4h,2025,FALSE,base,1809.794,-2069.212,298660.683,-93393.272,210299.874,79478.277,45636.294,255936.166,263710,74010
2060,2024-11,SA,4h,2025,FALSE,base,1806.172,-2066.019,302754.525,-88925.471,217738.194,86291.593,45158.181,262896.377,263710,74010
2025,2024-11,VIC,1h,2025,FALSE,base,457.486,-522.327,73554.86,8173.871,93169.371,48592.362,53119.064,146288.437,230625,56000
2026,2024-11,VIC,1h,2025,FALSE,base,456.39,-521.386,89751.632,-882.283,93096.038,45868.191,15137.378,108233.417,230625,56000
2027,2024-11,VIC,1h,2025,FALSE,base,457.731,-522.665,74948.541,-3876.659,76676.71,33707.038,14677.227,91353.937,230625,56000
2028,2024-11,VIC,1h,2025,FALSE,base,459.357,-524.06,77478.312,-8533.965,75085.44,33384.755,14247.004,89332.444,230625,56000
2029,2024-11,VIC,1h,2025,FALSE,base,463.86,-528.896,72520.262,-13632.675,66902.251,22588.637,16910.975,83813.222,230625,56000
2030,2024-11,VIC,1h,2025,FALSE,base,465.287,-529.092,72981.452,-9306.575,71316.473,25297.178,16915.325,88231.799,230625,56000
2031,2024-11,VIC,1h,2025,FALSE,base,459.119,-523.967,69494.794,-12771.533,62340.091,22546.302,10727.798,73067.889,230625,56000
2032,2024-11,VIC,1h,2025,FALSE,base,465.085,-529.642,75098.359,-16999.685,63861.646,25482.833,10511.73,74373.375,230625,56000
2033,2024-11,VIC,1h,2025,FALSE,base,461.445,-526.194,67929.245,-17659.651,56382.875,18401.115,11116.21,67499.083,230625,56000
2034,2024-11,VIC,1h,2025,FALSE,base,462.46,-526.121,68558.684,-18536.334,56135.091,18275.793,14839.687,70974.78,230625,56000
2035,2024-11,VIC,1h,2025,FALSE,base,460.745,-525.694,69439.528,-16596.98,59117.95,22291.998,13360.228,72478.179,230625,56000
2036,2024-11,VIC,1h,2025,FALSE,base,462.068,-527.115,123691.653,-17011.873,110082.186,69843.976,26224.686,136306.871,230625,56000
2037,2024-11,VIC,1h,2025,FALSE,base,459.693,-523.497,121374.139,-17544.295,107799.354,68997.689,27083.4,134882.753,230625,56000
2038,2024-11,VIC,1h,2025,FALSE,base,458.915,-522.99,121990.478,-17576.939,110026.762,71505.134,28143.2,138169.965,230625,56000
2039,2024-11,VIC,1h,2025,FALSE,base,459.209,-523.59,113255.867,-18353.856,100056.477,62186.229,29312.408,129368.886,230625,56000
2040,2024-11,VIC,1h,2025,FALSE,base,458.929,-523.461,147383.67,-21621.423,130517.384,93923.921,28455.514,158972.897,230625,56000
2041,2024-11,VIC,1h,2025,FALSE,base,457.36,-521.263,141392.227,-21516.934,124927.849,88340.16,27711.677,152639.529,230625,56000
2042,2024-11,VIC,1h,2025,FALSE,base,459.896,-524.133,149750.577,-23882.823,131078.608,95850.85,28021.622,159100.227,230625,56000
2043,2024-11,VIC,1h,2025,FALSE,base,460.52,-525.535,149713.925,-24063.602,131734.281,96347.126,28115.07,159849.35,230625,56000
2044,2024-11,VIC,1h,2025,FALSE,base,459.056,-523.588,147846.029,-21236.477,131177.309,94448.944,29063.513,160240.822,230625,56000
2045,2024-11,VIC,1h,2025,FALSE,base,461.082,-525.383,125073.277,-22352.694,108720.203,72273.295,28107.009,136827.215,230625,56000
2046,2024-11,VIC,1h,2025,FALSE,base,460.23,-524.66,110284.229,-21243.857,94914.365,59140.147,28770.258,123684.624,230625,56000
2047,2024-11,VIC,1h,2025,FALSE,base,458.845,-522.669,119947.182,-20669.709,106122.315,69634.458,29148.813,135271.133,230625,56000
2048,2024-11,VIC,1h,2025,FALSE,base,460.188,-524.843,116721.215,-21602.388,101705.657,65550.952,26602.465,128308.119,230625,56000
2049,2024-11,VIC,1h,2025,FALSE,base,461.051,-525.572,114878.406,-23619.002,99275.437,64747.814,27128.223,126403.659,230625,56000
2050,2024-11,VIC,1h,2025,FALSE,base,457.926,-521.929,106659.568,-22562.276,91942.465,57817.175,29021.711,120964.175,230625,56000
2051,2024-11,VIC,1h,2025,FALSE,base,456.535,-520.906,111304.519,-22233.863,96599.635,62782.629,28692.868,125292.501,230625,56000
2052,2024-11,VIC,1h,2025,FALSE,base,456.78,-521.333,109797.463,-20567.286,96003.051,62420.847,30681.586,126684.638,230625,56000
2053,2024-11,VIC,1h,2025,FALSE,base,456.456,-520.791,111795.461,-22162.487,96813.706,63181.152,28718.365,125532.072,230625,56000
2054,2024-11,VIC,1h,2025,FALSE,base,458.647,-523.219,111200.588,-23521.403,95362.233,62734.611,28359.956,123722.189,230625,56000
2055,2024-11,VIC,1h,2025,FALSE,base,459.664,-524.022,108610.318,-22192.91,93869.326,60043.106,28416.072,122285.398,230625,56000
2056,2024-11,VIC,1h,2025,FALSE,base,455.954,-520.511,111241.4,-21110.792,97273.655,64655.016,29101.781,126375.433,230625,56000
2057,2024-11,VIC,1h,2025,FALSE,base,457.271,-521.774,116535.984,-22639.433,101227.242,68011.761,28755.69,129982.932,230625,56000
2058,2024-11,VIC,1h,2025,FALSE,base,458.057,-522.6,118066.811,-23407.467,102074.125,68903.922,27844.735,129918.86,230625,56000
2059,2024-11,VIC,1h,2025,FALSE,base,457.657,-521.685,117492.959,-22953.705,101279.97,67992.976,27045.544,128325.514,230625,56000
