year,value,region,duration,vintage
2038,183.97,SA,4hr,Nov2024
2039,180.05,SA,4hr,Nov2024
2040,181.77,SA,4hr,Nov2024
2041,175.98,SA,4hr,Nov2024
2042,163.53,SA,4hr,Nov2024
2043,162.3,SA,4hr,Nov2024
2044,174.21,SA,4hr,Nov2024
2045,162.85,SA,4hr,Nov2024
2046,161.56,SA,4hr,Nov2024
2047,163.1,SA,4hr,Nov2024
2048,181.5,SA,4hr,Nov2024
2049,173.09,SA,4hr,Nov2024
2050,166.18,SA,4hr,Nov2024
2051,168.69,SA,4hr,Nov2024
2052,180.08,SA,4hr,Nov2024
2053,168.14,SA,4hr,Nov2024
2054,169.54,SA,4hr,Nov2024
2055,172.67,SA,4hr,Nov2024
2056,177.08,SA,4hr,Nov2024
2057,171.83,SA,4hr,Nov2024
2058,175.01,SA,4hr,Nov2024
2059,172.25,SA,4hr,Nov2024
2060,177.28,SA,4hr,Nov2024
2025,257.95,TAS,Half-hourly,Nov2024
2026,261.53,TAS,Half-hourly,Nov2024
2027,262.86,TAS,Half-hourly,Nov2024
2028,254.98,TAS,Half-hourly,Nov2024
2029,279.56,TAS,Half-hourly,Nov2024
2030,279.26,TAS,Half-hourly,Nov2024
2031,257.75,TAS,Half-hourly,Nov2024
2032,250.13,TAS,Half-hourly,Nov2024
2033,251.95,TAS,Half-hourly,Nov2024
2034,257.6,TAS,Half-hourly,Nov2024
2035,239.41,TAS,Half-hourly,Nov2024
2036,266.08,TAS,Half-hourly,Nov2024
2037,270.19,TAS,Half-hourly,Nov2024
2038,255.24,TAS,Half-hourly,Nov2024
2039,256.8,TAS,Half-hourly,Nov2024
2040,256.33,TAS,Half-hourly,Nov2024
2041,252.56,TAS,Half-hourly,Nov2024
2042,262.23,TAS,Half-hourly,Nov2024
2043,260.56,TAS,Half-hourly,Nov2024
2044,270.95,TAS,Half-hourly,Nov2024
2045,263.78,TAS,Half-hourly,Nov2024
2046,265.8,TAS,Half-hourly,Nov2024
2047,260.79,TAS,Half-hourly,Nov2024
2048,272.26,TAS,Half-hourly,Nov2024
2049,261.02,TAS,Half-hourly,Nov2024
2050,266.38,TAS,Half-hourly,Nov2024
2051,267.96,TAS,Half-hourly,Nov2024
2052,263.57,TAS,Half-hourly,Nov2024
2053,270.82,TAS,Half-hourly,Nov2024
2054,268.57,TAS,Half-hourly,Nov2024
2055,268.43,TAS,Half-hourly,Nov2024
2056,269.52,TAS,Half-hourly,Nov2024
2057,268.54,TAS,Half-hourly,Nov2024
2058,260.1,TAS,Half-hourly,Nov2024
2059,268.38,TAS,Half-hourly,Nov2024
2060,273.35,TAS,Half-hourly,Nov2024
2025,206.12,TAS,1hr,Nov2024
2026,205.46,TAS,1hr,Nov2024
2027,198.3,TAS,1hr,Nov2024
2028,202.82,TAS,1hr,Nov2024
2029,214.69,TAS,1hr,Nov2024
2030,209.0,TAS,1hr,Nov2024
2031,198.96,TAS,1hr,Nov2024
2032,195.67,TAS,1hr,Nov2024
2033,195.99,TAS,1hr,Nov2024
2034,196.73,TAS,1hr,Nov2024
2035,193.88,TAS,1hr,Nov2024
2036,210.06,TAS,1hr,Nov2024
2037,214.02,TAS,1hr,Nov2024
2038,212.75,TAS,1hr,Nov2024
2039,213.72,TAS,1hr,Nov2024
2040,207.52,TAS,1hr,Nov2024
2041,206.99,TAS,1hr,Nov2024
2042,212.54,TAS,1hr,Nov2024
2043,212.75,TAS,1hr,Nov2024
2044,215.43,TAS,1hr,Nov2024
2045,214.55,TAS,1hr,Nov2024
2046,215.64,TAS,1hr,Nov2024
2047,214.29,TAS,1hr,Nov2024
2048,218.93,TAS,1hr,Nov2024
2049,219.11,TAS,1hr,Nov2024
2050,217.05,TAS,1hr,Nov2024
2051,218.39,TAS,1hr,Nov2024
2052,219.68,TAS,1hr,Nov2024
2053,219.28,TAS,1hr,Nov2024
2054,219.28,TAS,1hr,Nov2024
2055,219.14,TAS,1hr,Nov2024
2056,220.45,TAS,1hr,Nov2024
2057,218.52,TAS,1hr,Nov2024
2058,217.12,TAS,1hr,Nov2024
2059,218.1,TAS,1hr,Nov2024
2060,218.67,TAS,1hr,Nov2024
2025,162.7,TAS,2hr,Nov2024
2026,158.67,TAS,2hr,Nov2024
2027,152.7,TAS,2hr,Nov2024
2028,156.1,TAS,2hr,Nov2024
2029,164.47,TAS,2hr,Nov2024
2030,161.77,TAS,2hr,Nov2024
2031,152.04,TAS,2hr,Nov2024
2032,151.21,TAS,2hr,Nov2024
2033,152.92,TAS,2hr,Nov2024
2034,155.1,TAS,2hr,Nov2024
2035,152.48,TAS,2hr,Nov2024
2036,169.08,TAS,2hr,Nov2024
2037,170.29,TAS,2hr,Nov2024
2038,170.94,TAS,2hr,Nov2024
2039,171.34,TAS,2hr,Nov2024
2040,167.79,TAS,2hr,Nov2024
2041,168.29,TAS,2hr,Nov2024
2042,172.07,TAS,2hr,Nov2024
2043,173.18,TAS,2hr,Nov2024
2044,174.91,TAS,2hr,Nov2024
2045,174.17,TAS,2hr,Nov2024
2046,175.75,TAS,2hr,Nov2024
2047,176.3,TAS,2hr,Nov2024
2048,178.64,TAS,2hr,Nov2024
2049,179.97,TAS,2hr,Nov2024
2050,178.36,TAS,2hr,Nov2024
2051,179.54,TAS,2hr,Nov2024
2052,180.34,TAS,2hr,Nov2024
2053,180.28,TAS,2hr,Nov2024
2054,180.62,TAS,2hr,Nov2024
2055,180.63,TAS,2hr,Nov2024
2056,180.74,TAS,2hr,Nov2024
2057,180.01,TAS,2hr,Nov2024
2058,179.37,TAS,2hr,Nov2024
2059,179.51,TAS,2hr,Nov2024
2060,178.64,TAS,2hr,Nov2024
2025,126.06,TAS,4hr,Nov2024
2026,121.93,TAS,4hr,Nov2024
2027,117.12,TAS,4hr,Nov2024
2028,118.75,TAS,4hr,Nov2024
2029,125.86,TAS,4hr,Nov2024
2030,124.45,TAS,4hr,Nov2024
2031,115.81,TAS,4hr,Nov2024
2032,116.11,TAS,4hr,Nov2024
2033,118.8,TAS,4hr,Nov2024
2034,121.45,TAS,4hr,Nov2024
2035,118.8,TAS,4hr,Nov2024
2036,134.06,TAS,4hr,Nov2024
2037,134.59,TAS,4hr,Nov2024
2038,135.73,TAS,4hr,Nov2024
2039,136.14,TAS,4hr,Nov2024
2040,133.33,TAS,4hr,Nov2024
2041,134.82,TAS,4hr,Nov2024
2042,137.64,TAS,4hr,Nov2024
2043,138.64,TAS,4hr,Nov2024
2044,139.72,TAS,4hr,Nov2024
2045,139.69,TAS,4hr,Nov2024
2046,141.06,TAS,4hr,Nov2024
2047,142.25,TAS,4hr,Nov2024
2048,143.59,TAS,4hr,Nov2024
2049,145.67,TAS,4hr,Nov2024
2050,144.26,TAS,4hr,Nov2024
2051,145.23,TAS,4hr,Nov2024
2052,145.7,TAS,4hr,Nov2024
2053,145.68,TAS,4hr,Nov2024
2054,146.22,TAS,4hr,Nov2024
2055,146.16,TAS,4hr,Nov2024
2056,145.71,TAS,4hr,Nov2024
2057,146.05,TAS,4hr,Nov2024
2058,145.31,TAS,4hr,Nov2024
2059,145.1,TAS,4hr,Nov2024
2060,144.26,TAS,4hr,Nov2024
2025,452.03,VIC,Half-hourly,Nov2024
2026,437.66,VIC,Half-hourly,Nov2024
2027,331.61,VIC,Half-hourly,Nov2024
2028,345.46,VIC,Half-hourly,Nov2024
2029,308.6,VIC,Half-hourly,Nov2024
2030,299.45,VIC,Half-hourly,Nov2024
2031,229.83,VIC,Half-hourly,Nov2024
2032,240.28,VIC,Half-hourly,Nov2024
2033,211.38,VIC,Half-hourly,Nov2024
2034,214.54,VIC,Half-hourly,Nov2024
2035,244.62,VIC,Half-hourly,Nov2024
2036,414.57,VIC,Half-hourly,Nov2024
2037,445.81,VIC,Half-hourly,Nov2024
2038,483.13,VIC,Half-hourly,Nov2024
2039,398.78,VIC,Half-hourly,Nov2024
2040,498.01,VIC,Half-hourly,Nov2024
2041,523.4,VIC,Half-hourly,Nov2024
2042,605.52,VIC,Half-hourly,Nov2024
2043,565.01,VIC,Half-hourly,Nov2024
2044,577.08,VIC,Half-hourly,Nov2024
2045,427.97,VIC,Half-hourly,Nov2024
2046,460.03,VIC,Half-hourly,Nov2024
2047,489.29,VIC,Half-hourly,Nov2024
2048,493.38,VIC,Half-hourly,Nov2024
2049,430.15,VIC,Half-hourly,Nov2024
2050,371.97,VIC,Half-hourly,Nov2024
2051,333.08,VIC,Half-hourly,Nov2024
2052,429.97,VIC,Half-hourly,Nov2024
2053,428.15,VIC,Half-hourly,Nov2024
2054,428.57,VIC,Half-hourly,Nov2024
2055,444.41,VIC,Half-hourly,Nov2024
2056,429.17,VIC,Half-hourly,Nov2024
2057,425.45,VIC,Half-hourly,Nov2024
2058,361.58,VIC,Half-hourly,Nov2024
2059,452.35,VIC,Half-hourly,Nov2024
2060,502.13,VIC,Half-hourly,Nov2024
2025,332.02,VIC,1hr,Nov2024
2026,305.35,VIC,1hr,Nov2024
2027,251.19,VIC,1hr,Nov2024
2028,241.47,VIC,1hr,Nov2024
2029,241.75,VIC,1hr,Nov2024
2030,222.58,VIC,1hr,Nov2024
2031,184.91,VIC,1hr,Nov2024
2032,193.74,VIC,1hr,Nov2024
2033,172.31,VIC,1hr,Nov2024
2034,174.12,VIC,1hr,Nov2024
2035,181.52,VIC,1hr,Nov2024
2036,332.49,VIC,1hr,Nov2024
2037,327.38,VIC,1hr,Nov2024
2038,339.8,VIC,1hr,Nov2024
2039,305.26,VIC,1hr,Nov2024
2040,375.64,VIC,1hr,Nov2024
2041,383.1,VIC,1hr,Nov2024
2042,412.54,VIC,1hr,Nov2024
2043,383.42,VIC,1hr,Nov2024
2044,391.83,VIC,1hr,Nov2024
2045,320.17,VIC,1hr,Nov2024
2046,328.02,VIC,1hr,Nov2024
2047,338.55,VIC,1hr,Nov2024
2048,318.43,VIC,1hr,Nov2024
2049,309.91,VIC,1hr,Nov2024
2050,283.86,VIC,1hr,Nov2024
2051,277.14,VIC,1hr,Nov2024
2052,301.34,VIC,1hr,Nov2024
2053,295.97,VIC,1hr,Nov2024
2054,296.44,VIC,1hr,Nov2024
2055,310.23,VIC,1hr,Nov2024
2056,302.85,VIC,1hr,Nov2024
2057,318.23,VIC,1hr,Nov2024
2058,293.82,VIC,1hr,Nov2024
2059,311.84,VIC,1hr,Nov2024
2060,320.34,VIC,1hr,Nov2024
2025,246.92,VIC,2hr,Nov2024
2026,218.23,VIC,2hr,Nov2024
2027,184.85,VIC,2hr,Nov2024
2028,178.76,VIC,2hr,Nov2024
2029,188.46,VIC,2hr,Nov2024
2030,172.84,VIC,2hr,Nov2024
2031,145.02,VIC,2hr,Nov2024
2032,146.15,VIC,2hr,Nov2024
2033,138.26,VIC,2hr,Nov2024
2034,140.28,VIC,2hr,Nov2024
2035,139.4,VIC,2hr,Nov2024
2036,237.92,VIC,2hr,Nov2024
2037,232.91,VIC,2hr,Nov2024
2038,236.93,VIC,2hr,Nov2024
2039,223.56,VIC,2hr,Nov2024
2040,269.48,VIC,2hr,Nov2024
2041,259.49,VIC,2hr,Nov2024
2042,278.92,VIC,2hr,Nov2024
2043,266.66,VIC,2hr,Nov2024
2044,264.25,VIC,2hr,Nov2024
2045,228.33,VIC,2hr,Nov2024
2046,231.92,VIC,2hr,Nov2024
2047,235.09,VIC,2hr,Nov2024
2048,218.24,VIC,2hr,Nov2024
2049,219.62,VIC,2hr,Nov2024
2050,208.84,VIC,2hr,Nov2024
2051,210.76,VIC,2hr,Nov2024
2052,210.93,VIC,2hr,Nov2024
2053,210.78,VIC,2hr,Nov2024
2054,211.12,VIC,2hr,Nov2024
2055,215.98,VIC,2hr,Nov2024
2056,211.98,VIC,2hr,Nov2024
2057,218.1,VIC,2hr,Nov2024
2058,217.39,VIC,2hr,Nov2024
2059,216.84,VIC,2hr,Nov2024
2060,216.7,VIC,2hr,Nov2024
2025,182.29,VIC,4hr,Nov2024
2026,160.51,VIC,4hr,Nov2024
2027,138.82,VIC,4hr,Nov2024
2028,134.62,VIC,4hr,Nov2024
2029,144.91,VIC,4hr,Nov2024
2030,137.46,VIC,4hr,Nov2024
2031,112.54,VIC,4hr,Nov2024
2032,112.87,VIC,4hr,Nov2024
2033,109.14,VIC,4hr,Nov2024
2034,112.24,VIC,4hr,Nov2024
2035,109.01,VIC,4hr,Nov2024
2036,169.92,VIC,4hr,Nov2024
2037,168.4,VIC,4hr,Nov2024
2038,169.54,VIC,4hr,Nov2024
2039,163.07,VIC,4hr,Nov2024
2040,186.89,VIC,4hr,Nov2024
2041,181.44,VIC,4hr,Nov2024
2042,193.06,VIC,4hr,Nov2024
2043,186.73,VIC,4hr,Nov2024
2044,185.22,VIC,4hr,Nov2024
2045,165.67,VIC,4hr,Nov2024
2046,166.96,VIC,4hr,Nov2024
2047,168.85,VIC,4hr,Nov2024
2048,158.58,VIC,4hr,Nov2024
2049,161.55,VIC,4hr,Nov2024
2050,154.12,VIC,4hr,Nov2024
2051,154.11,VIC,4hr,Nov2024
2052,153.99,VIC,4hr,Nov2024
2053,153.81,VIC,4hr,Nov2024
2054,154.11,VIC,4hr,Nov2024
2055,156.08,VIC,4hr,Nov2024
2056,154.06,VIC,4hr,Nov2024
2057,157.15,VIC,4hr,Nov2024
2058,156.62,VIC,4hr,Nov2024
2059,155.87,VIC,4hr,Nov2024
2060,155.32,VIC,4hr,Nov2024
2026,661.38,NSW,Half-hourly,Oct25
2027,442.0,NSW,Half-hourly,Oct25
2028,423.55,NSW,Half-hourly,Oct25
2029,462.83,NSW,Half-hourly,Oct25
2030,460.22,NSW,Half-hourly,Oct25
2031,321.75,NSW,Half-hourly,Oct25
2032,340.78,NSW,Half-hourly,Oct25
2033,378.62,NSW,Half-hourly,Oct25
2034,386.81,NSW,Half-hourly,Oct25
2035,404.96,NSW,Half-hourly,Oct25
2036,432.95,NSW,Half-hourly,Oct25
2037,424.51,NSW,Half-hourly,Oct25
2038,448.12,NSW,Half-hourly,Oct25
2039,478.71,NSW,Half-hourly,Oct25
2040,479.56,NSW,Half-hourly,Oct25
2041,452.16,NSW,Half-hourly,Oct25
2042,448.58,NSW,Half-hourly,Oct25
2043,450.29,NSW,Half-hourly,Oct25
2044,443.7,NSW,Half-hourly,Oct25
2045,444.05,NSW,Half-hourly,Oct25
2046,435.42,NSW,Half-hourly,Oct25
2047,435.89,NSW,Half-hourly,Oct25
2048,435.92,NSW,Half-hourly,Oct25
2049,443.07,NSW,Half-hourly,Oct25
2050,438.87,NSW,Half-hourly,Oct25
2051,436.62,NSW,Half-hourly,Oct25
2052,420.99,NSW,Half-hourly,Oct25
2053,407.54,NSW,Half-hourly,Oct25
2054,437.42,NSW,Half-hourly,Oct25
2055,437.31,NSW,Half-hourly,Oct25
2056,429.7,NSW,Half-hourly,Oct25
2057,438.44,NSW,Half-hourly,Oct25
2058,438.37,NSW,Half-hourly,Oct25
2059,438.03,NSW,Half-hourly,Oct25
2060,435.43,NSW,Half-hourly,Oct25
2026,477.34,NSW,1hr,Oct25
2027,317.63,NSW,1hr,Oct25
2028,298.02,NSW,1hr,Oct25
2029,325.35,NSW,1hr,Oct25
2030,324.45,NSW,1hr,Oct25
2031,226.18,NSW,1hr,Oct25
2032,242.82,NSW,1hr,Oct25
2033,276.4,NSW,1hr,Oct25
2034,289.31,NSW,1hr,Oct25
2035,289.05,NSW,1hr,Oct25
2036,304.8,NSW,1hr,Oct25
2037,310.28,NSW,1hr,Oct25
2038,325.58,NSW,1hr,Oct25
2039,337.74,NSW,1hr,Oct25
2040,339.65,NSW,1hr,Oct25
2041,337.19,NSW,1hr,Oct25
2042,323.33,NSW,1hr,Oct25
2043,320.9,NSW,1hr,Oct25
2044,328.68,NSW,1hr,Oct25
2045,315.61,NSW,1hr,Oct25
2046,325.81,NSW,1hr,Oct25
2047,326.36,NSW,1hr,Oct25
2048,321.56,NSW,1hr,Oct25
2049,314.23,NSW,1hr,Oct25
2050,310.7,NSW,1hr,Oct25
2051,308.5,NSW,1hr,Oct25
2052,302.63,NSW,1hr,Oct25
2053,305.62,NSW,1hr,Oct25
2054,308.9,NSW,1hr,Oct25
2055,308.71,NSW,1hr,Oct25
2056,318.36,NSW,1hr,Oct25
2057,311.88,NSW,1hr,Oct25
2058,310.68,NSW,1hr,Oct25
2059,310.39,NSW,1hr,Oct25
2060,318.05,NSW,1hr,Oct25
2026,337.98,NSW,2hr,Oct25
2027,226.56,NSW,2hr,Oct25
2028,209.98,NSW,2hr,Oct25
2029,231.08,NSW,2hr,Oct25
2030,231.42,NSW,2hr,Oct25
2031,159.33,NSW,2hr,Oct25
2032,174.31,NSW,2hr,Oct25
2033,197.86,NSW,2hr,Oct25
2034,207.14,NSW,2hr,Oct25
2035,208.75,NSW,2hr,Oct25
2036,221.29,NSW,2hr,Oct25
2037,227.39,NSW,2hr,Oct25
2038,237.83,NSW,2hr,Oct25
2039,246.15,NSW,2hr,Oct25
2040,245.74,NSW,2hr,Oct25
2041,242.44,NSW,2hr,Oct25
2042,236.1,NSW,2hr,Oct25
2043,234.02,NSW,2hr,Oct25
2044,239.23,NSW,2hr,Oct25
2045,229.41,NSW,2hr,Oct25
2046,232.98,NSW,2hr,Oct25
2047,233.49,NSW,2hr,Oct25
2048,232.57,NSW,2hr,Oct25
2049,227.3,NSW,2hr,Oct25
2050,224.17,NSW,2hr,Oct25
2051,221.75,NSW,2hr,Oct25
2052,220.5,NSW,2hr,Oct25
2053,220.05,NSW,2hr,Oct25
2054,222.68,NSW,2hr,Oct25
2055,222.46,NSW,2hr,Oct25
2056,230.66,NSW,2hr,Oct25
2057,224.91,NSW,2hr,Oct25
2058,223.76,NSW,2hr,Oct25
2059,223.52,NSW,2hr,Oct25
2060,227.87,NSW,2hr,Oct25
2026,244.5,NSW,4hr,Oct25
2027,159.61,NSW,4hr,Oct25
2028,147.47,NSW,4hr,Oct25
2029,166.11,NSW,4hr,Oct25
2030,167.11,NSW,4hr,Oct25
2031,113.69,NSW,4hr,Oct25
2032,123.21,NSW,4hr,Oct25
2033,138.74,NSW,4hr,Oct25
2034,153.07,NSW,4hr,Oct25
2035,153.61,NSW,4hr,Oct25
2036,165.31,NSW,4hr,Oct25
2037,169.92,NSW,4hr,Oct25
2038,177.64,NSW,4hr,Oct25
2039,183.4,NSW,4hr,Oct25
2040,182.28,NSW,4hr,Oct25
2041,178.6,NSW,4hr,Oct25
2042,175.83,NSW,4hr,Oct25
2043,174.26,NSW,4hr,Oct25
2044,177.1,NSW,4hr,Oct25
2045,170.12,NSW,4hr,Oct25
2046,171.77,NSW,4hr,Oct25
2047,172.27,NSW,4hr,Oct25
2048,170.69,NSW,4hr,Oct25
2049,167.47,NSW,4hr,Oct25
2050,164.59,NSW,4hr,Oct25
2051,162.32,NSW,4hr,Oct25
2052,163.02,NSW,4hr,Oct25
2053,162.02,NSW,4hr,Oct25
2054,164.2,NSW,4hr,Oct25
2055,163.97,NSW,4hr,Oct25
2056,167.48,NSW,4hr,Oct25
2057,166.47,NSW,4hr,Oct25
2058,165.42,NSW,4hr,Oct25
2059,165.25,NSW,4hr,Oct25
2060,166.37,NSW,4hr,Oct25
2026,518.41,QLD,Half-hourly,Oct25
2027,510.91,QLD,Half-hourly,Oct25
2028,481.65,QLD,Half-hourly,Oct25
2029,520.44,QLD,Half-hourly,Oct25
2030,536.98,QLD,Half-hourly,Oct25
2031,522.48,QLD,Half-hourly,Oct25
2032,567.0,QLD,Half-hourly,Oct25
2033,574.99,QLD,Half-hourly,Oct25
2034,564.44,QLD,Half-hourly,Oct25
2035,555.03,QLD,Half-hourly,Oct25
2036,450.32,QLD,Half-hourly,Oct25
2037,438.4,QLD,Half-hourly,Oct25
2038,441.92,QLD,Half-hourly,Oct25
2039,477.82,QLD,Half-hourly,Oct25
2040,458.04,QLD,Half-hourly,Oct25
2041,444.3,QLD,Half-hourly,Oct25
2042,436.59,QLD,Half-hourly,Oct25
2043,434.15,QLD,Half-hourly,Oct25
2044,445.51,QLD,Half-hourly,Oct25
2045,422.83,QLD,Half-hourly,Oct25
2046,416.02,QLD,Half-hourly,Oct25
2047,413.28,QLD,Half-hourly,Oct25
2048,405.51,QLD,Half-hourly,Oct25
2049,394.63,QLD,Half-hourly,Oct25
2050,394.95,QLD,Half-hourly,Oct25
2051,392.62,QLD,Half-hourly,Oct25
2052,403.46,QLD,Half-hourly,Oct25
2053,396.4,QLD,Half-hourly,Oct25
2054,412.31,QLD,Half-hourly,Oct25
2055,395.11,QLD,Half-hourly,Oct25
2056,393.41,QLD,Half-hourly,Oct25
2057,395.11,QLD,Half-hourly,Oct25
2058,381.23,QLD,Half-hourly,Oct25
2059,380.23,QLD,Half-hourly,Oct25
2060,367.95,QLD,Half-hourly,Oct25
2026,373.87,QLD,1hr,Oct25
2027,356.56,QLD,1hr,Oct25
2028,347.34,QLD,1hr,Oct25
2029,375.65,QLD,1hr,Oct25
2030,381.86,QLD,1hr,Oct25
2031,368.48,QLD,1hr,Oct25
2032,392.52,QLD,1hr,Oct25
2033,392.7,QLD,1hr,Oct25
2034,402.52,QLD,1hr,Oct25
2035,390.44,QLD,1hr,Oct25
2036,317.54,QLD,1hr,Oct25
2037,323.81,QLD,1hr,Oct25
2038,324.27,QLD,1hr,Oct25
2039,340.24,QLD,1hr,Oct25
2040,346.81,QLD,1hr,Oct25
2041,327.26,QLD,1hr,Oct25
2042,319.16,QLD,1hr,Oct25
2043,318.22,QLD,1hr,Oct25
2044,328.91,QLD,1hr,Oct25
2045,303.31,QLD,1hr,Oct25
2046,306.23,QLD,1hr,Oct25
2047,303.13,QLD,1hr,Oct25
2048,290.88,QLD,1hr,Oct25
2049,292.42,QLD,1hr,Oct25
2050,293.51,QLD,1hr,Oct25
2051,288.01,QLD,1hr,Oct25
2052,293.5,QLD,1hr,Oct25
2053,295.08,QLD,1hr,Oct25
2054,296.63,QLD,1hr,Oct25
2055,294.57,QLD,1hr,Oct25
2056,290.0,QLD,1hr,Oct25
2057,292.84,QLD,1hr,Oct25
2058,283.72,QLD,1hr,Oct25
2059,282.62,QLD,1hr,Oct25
2060,274.52,QLD,1hr,Oct25
2026,269.08,QLD,2hr,Oct25
2027,252.96,QLD,2hr,Oct25
2028,250.28,QLD,2hr,Oct25
2029,266.07,QLD,2hr,Oct25
2030,268.45,QLD,2hr,Oct25
2031,255.54,QLD,2hr,Oct25
2032,272.43,QLD,2hr,Oct25
2033,269.64,QLD,2hr,Oct25
2034,279.88,QLD,2hr,Oct25
2035,269.95,QLD,2hr,Oct25
2036,228.68,QLD,2hr,Oct25
2037,233.8,QLD,2hr,Oct25
2038,234.48,QLD,2hr,Oct25
2039,243.11,QLD,2hr,Oct25
2040,244.74,QLD,2hr,Oct25
2041,237.22,QLD,2hr,Oct25
2042,233.58,QLD,2hr,Oct25
2043,232.98,QLD,2hr,Oct25
2044,236.4,QLD,2hr,Oct25
2045,223.26,QLD,2hr,Oct25
2046,223.68,QLD,2hr,Oct25
2047,221.27,QLD,2hr,Oct25
2048,213.06,QLD,2hr,Oct25
2049,215.6,QLD,2hr,Oct25
2050,214.4,QLD,2hr,Oct25
2051,211.74,QLD,2hr,Oct25
2052,217.22,QLD,2hr,Oct25
2053,217.4,QLD,2hr,Oct25
2054,218.68,QLD,2hr,Oct25
2055,216.84,QLD,2hr,Oct25
2056,212.1,QLD,2hr,Oct25
2057,215.0,QLD,2hr,Oct25
2058,208.95,QLD,2hr,Oct25
2059,206.8,QLD,2hr,Oct25
2060,206.47,QLD,2hr,Oct25
2026,193.53,QLD,4hr,Oct25
2027,180.69,QLD,4hr,Oct25
2028,177.9,QLD,4hr,Oct25
2029,189.46,QLD,4hr,Oct25
2030,189.31,QLD,4hr,Oct25
2031,176.42,QLD,4hr,Oct25
2032,190.47,QLD,4hr,Oct25
2033,188.89,QLD,4hr,Oct25
2034,200.4,QLD,4hr,Oct25
2035,191.98,QLD,4hr,Oct25
2036,168.72,QLD,4hr,Oct25
2037,171.96,QLD,4hr,Oct25
2038,172.0,QLD,4hr,Oct25
2039,177.82,QLD,4hr,Oct25
2040,179.87,QLD,4hr,Oct25
2041,175.16,QLD,4hr,Oct25
2042,174.62,QLD,4hr,Oct25
2043,174.32,QLD,4hr,Oct25
2044,174.92,QLD,4hr,Oct25
2045,167.52,QLD,4hr,Oct25
2046,167.85,QLD,4hr,Oct25
2047,166.08,QLD,4hr,Oct25
2048,160.76,QLD,4hr,Oct25
2049,162.18,QLD,4hr,Oct25
2050,160.56,QLD,4hr,Oct25
2051,158.19,QLD,4hr,Oct25
2052,163.88,QLD,4hr,Oct25
2053,164.12,QLD,4hr,Oct25
2054,165.07,QLD,4hr,Oct25
2055,163.63,QLD,4hr,Oct25
2056,160.06,QLD,4hr,Oct25
2057,161.38,QLD,4hr,Oct25
2058,156.72,QLD,4hr,Oct25
2059,154.92,QLD,4hr,Oct25
2060,154.64,QLD,4hr,Oct25
2026,779.33,SA,Half-hourly,Oct25
2027,740.91,SA,Half-hourly,Oct25
2028,509.56,SA,Half-hourly,Oct25
2029,591.45,SA,Half-hourly,Oct25
2030,598.34,SA,Half-hourly,Oct25
2031,566.96,SA,Half-hourly,Oct25
2032,558.24,SA,Half-hourly,Oct25
2033,578.34,SA,Half-hourly,Oct25
2034,567.63,SA,Half-hourly,Oct25
2035,553.86,SA,Half-hourly,Oct25
2036,519.8,SA,Half-hourly,Oct25
2037,510.84,SA,Half-hourly,Oct25
2038,509.79,SA,Half-hourly,Oct25
2039,518.34,SA,Half-hourly,Oct25
2040,514.17,SA,Half-hourly,Oct25
2041,493.74,SA,Half-hourly,Oct25
2042,479.06,SA,Half-hourly,Oct25
2043,483.35,SA,Half-hourly,Oct25
2044,473.47,SA,Half-hourly,Oct25
2045,454.88,SA,Half-hourly,Oct25
2046,452.23,SA,Half-hourly,Oct25
2047,450.27,SA,Half-hourly,Oct25
2048,427.81,SA,Half-hourly,Oct25
2049,442.43,SA,Half-hourly,Oct25
2050,409.59,SA,Half-hourly,Oct25
2051,405.55,SA,Half-hourly,Oct25
2052,421.43,SA,Half-hourly,Oct25
2053,401.35,SA,Half-hourly,Oct25
2054,397.46,SA,Half-hourly,Oct25
2055,398.44,SA,Half-hourly,Oct25
2056,419.77,SA,Half-hourly,Oct25
2057,423.78,SA,Half-hourly,Oct25
2058,431.32,SA,Half-hourly,Oct25
2059,431.12,SA,Half-hourly,Oct25
2060,465.69,SA,Half-hourly,Oct25
2026,553.22,SA,1hr,Oct25
2027,512.69,SA,1hr,Oct25
2028,367.18,SA,1hr,Oct25
2029,425.84,SA,1hr,Oct25
2030,411.67,SA,1hr,Oct25
2031,404.19,SA,1hr,Oct25
2032,392.53,SA,1hr,Oct25
2033,406.33,SA,1hr,Oct25
2034,397.55,SA,1hr,Oct25
2035,387.03,SA,1hr,Oct25
2036,381.03,SA,1hr,Oct25
2037,361.97,SA,1hr,Oct25
2038,372.35,SA,1hr,Oct25
2039,368.37,SA,1hr,Oct25
2040,358.3,SA,1hr,Oct25
2041,357.12,SA,1hr,Oct25
2042,356.5,SA,1hr,Oct25
2043,349.66,SA,1hr,Oct25
2044,341.22,SA,1hr,Oct25
2045,337.66,SA,1hr,Oct25
2046,337.46,SA,1hr,Oct25
2047,330.57,SA,1hr,Oct25
2048,320.66,SA,1hr,Oct25
2049,329.02,SA,1hr,Oct25
2050,301.96,SA,1hr,Oct25
2051,298.07,SA,1hr,Oct25
2052,315.34,SA,1hr,Oct25
2053,302.26,SA,1hr,Oct25
2054,297.25,SA,1hr,Oct25
2055,299.13,SA,1hr,Oct25
2056,313.85,SA,1hr,Oct25
2057,308.64,SA,1hr,Oct25
2058,324.64,SA,1hr,Oct25
2059,324.49,SA,1hr,Oct25
2060,329.21,SA,1hr,Oct25
