fy_quarter,vintage,region,Energy_TWA,Solar_DWA_PreCurt,Wind_DWA_PreCurt,Solar_DWA_PostCurt0,Wind_DWA_PostCurt0,Solar_DWA_PostCurtLGC,Wind_DWA_PostCurtLGC,LGC,Spread_4hr,Spread_2hr,Spread_1hr,Spread_Half-hourly
FY2042-Q2,August_24,QLD,59.25,35.21,58.27,38.37,60.68,38.01,60.37,1.06,162.86,229.06,330.06,421.84
FY2042-Q3,August_24,QLD,123.79,83.15,119.01,86.2,122.07,85.73,121.74,1.06,162.86,229.06,330.06,421.84
FY2042-Q4,August_24,QLD,135.95,78.5,121.57,82.72,125.39,81.92,124.72,1.06,162.86,229.06,330.06,421.84
FY2043-Q1,August_24,QLD,101.58,44.55,90.77,53.3,97.35,51.89,96.28,1.06,164.82,228.28,328.35,459.77
FY2043-Q2,August_24,QLD,66.47,36.91,65.88,40.73,68.76,40.27,68.35,1.06,164.82,228.28,328.35,459.77
FY2043-Q3,August_24,QLD,113.65,77.92,109.63,82.73,113.61,81.59,112.86,1.06,164.82,228.28,328.35,459.77
FY2043-Q4,August_24,QLD,130.23,73.05,119.6,78.4,124.34,77.44,123.48,1.06,164.82,228.28,328.35,459.77
FY2044-Q1,August_24,QLD,102.34,42.26,93.76,50.59,100.46,49.89,99.89,1.06,160.51,219.28,302.2,416.51
FY2044-Q2,August_24,QLD,60.82,31.4,60.35,35.12,63.26,34.51,62.88,1.06,160.51,219.28,302.2,416.51
FY2044-Q3,August_24,QLD,116.92,75.65,110.82,80.28,114.63,80.01,114.43,1.06,160.51,219.28,302.2,416.51
FY2044-Q4,August_24,QLD,128.91,71.48,116.2,77.2,120.89,75.95,119.84,1.06,160.51,219.28,302.2,416.51
FY2045-Q1,August_24,QLD,96.14,40.44,89.15,48.66,95.8,47.55,94.88,1.06,156.91,213.31,293.57,376.9
FY2045-Q2,August_24,QLD,65.5,33.41,61.52,36.64,64.02,36.23,63.62,1.06,156.91,213.31,293.57,376.9
FY2045-Q3,August_24,QLD,117.87,75.48,113,79.99,116.98,79.12,116.34,1.06,156.91,213.31,293.57,376.9
FY2045-Q4,August_24,QLD,125.5,71.28,112.57,76.02,116.6,75.24,116.03,1.06,156.91,213.31,293.57,376.9
FY2046-Q1,August_24,QLD,101.45,40.85,91.68,49.78,98.77,48.58,97.65,1.06,157,213.3,304.09,411.37
FY2046-Q2,August_24,QLD,60.23,32.74,60.74,36.24,63.39,35.83,63.05,1.06,157,213.3,304.09,411.37
FY2046-Q3,August_24,QLD,121.43,82.89,110.97,88.78,115.52,87.71,114.8,1.06,157,213.3,304.09,411.37
FY2046-Q4,August_24,QLD,124.07,70.77,111.23,75.6,115.18,74.72,114.5,1.06,157,213.3,304.09,411.37
FY2047-Q1,August_24,QLD,99.66,41.24,92.04,50.08,98.98,48.96,98.01,1.06,155.49,209.64,293.4,401.05
FY2047-Q2,August_24,QLD,62.85,34.85,62.61,38.67,65.49,38.15,65.06,1.06,155.49,209.64,293.4,401.05
FY2047-Q3,August_24,QLD,116.96,75.29,110.87,79.8,114.83,78.74,114.07,1.06,155.49,209.64,293.4,401.05
FY2047-Q4,August_24,QLD,131.28,74.7,118.2,79.32,122.21,78.38,121.49,1.06,155.49,209.64,293.4,401.05
FY2048-Q1,August_24,QLD,99.05,40.95,90.4,50.14,97.51,49.49,97.05,1.06,153.34,205.27,283.02,390.55
FY2048-Q2,August_24,QLD,59.52,29.25,59.29,33.53,62.78,32.88,62.31,1.06,153.34,205.27,283.02,390.55
FY2048-Q3,August_24,QLD,111.7,70.57,105.84,75.92,110.21,75.59,109.88,1.06,153.34,205.27,283.02,390.55
FY2048-Q4,August_24,QLD,126.78,70.76,113.72,76.29,118.53,75.24,117.52,1.06,153.34,205.27,283.02,390.55
FY2049-Q1,August_24,QLD,93.96,39.19,87.85,48.12,94.73,46.8,93.63,1.06,150.35,198.98,269.13,337.58
FY2049-Q2,August_24,QLD,63.86,30.62,60.48,34.62,63.67,34.16,63.24,1.06,150.35,198.98,269.13,337.58
FY2049-Q3,August_24,QLD,115.28,70.43,110.21,76.9,115.58,75.59,114.61,1.06,150.35,198.98,269.13,337.58
FY2049-Q4,August_24,QLD,124.76,70.58,112.48,75.28,116.57,74.41,115.95,1.06,150.35,198.98,269.13,337.58
FY2050-Q1,August_24,QLD,100.47,41.6,91.32,52.61,99.82,51.37,98.88,1.06,166.53,227.7,324.25,459.66
FY2050-Q2,August_24,QLD,55.16,28.74,53.91,32.72,57,32.12,56.53,1.06,166.53,227.7,324.25,459.66
FY2050-Q3,August_24,QLD,118.56,70.75,108.36,78.39,114.43,77.01,113.44,1.06,166.53,227.7,324.25,459.66
FY2050-Q4,August_24,QLD,139.58,77.48,123.09,83.6,128.35,82.47,127.54,1.06,166.53,227.7,324.25,459.66
FY2051-Q1,August_24,QLD,104.09,42.01,96.38,52.2,104.62,51.13,103.66,1.06,168.5,229.73,325.18,436.35
FY2051-Q2,August_24,QLD,62.25,27.24,59.98,31.54,63.72,31,63.2,1.06,168.5,229.73,325.18,436.35
FY2051-Q3,August_24,QLD,118.44,73.35,109.95,81.15,116.06,79.56,114.88,1.06,168.5,229.73,325.18,436.35
FY2051-Q4,August_24,QLD,133.82,74.64,119.79,80.85,125.33,79.71,124.36,1.06,168.5,229.73,325.18,436.35
FY2052-Q1,August_24,QLD,97.82,41.31,90.04,51.23,97.85,50.18,97.01,1.06,166.23,223.53,307.4,409.43
FY2052-Q2,August_24,QLD,57.58,24.2,56.6,29.1,60.58,28.48,60.11,1.06,166.23,223.53,307.4,409.43
FY2052-Q3,August_24,QLD,120.75,69.86,111.57,77.41,117.57,76.68,117.09,1.06,166.23,223.53,307.4,409.43
FY2052-Q4,August_24,QLD,137.23,76.34,123.27,83.21,129.33,82.21,128.15,1.06,166.23,223.53,307.4,409.43
FY2053-Q1,August_24,QLD,101.71,40.55,94.5,51.03,102.71,49.72,101.71,1.06,170.1,227.63,308.44,423.05
FY2053-Q2,August_24,QLD,57.37,31.78,54.16,36.85,57.55,36.18,57.09,1.06,170.1,227.63,308.44,423.05
FY2053-Q3,August_24,QLD,117.97,72.76,114.13,80.56,120.61,79.08,119.46,1.06,170.1,227.63,308.44,423.05
FY2053-Q4,August_24,QLD,142.58,76.35,126.53,82.45,132.12,81.57,131.19,1.06,170.1,227.63,308.44,423.05
FY2054-Q1,August_24,QLD,102.91,40.99,95.46,51.53,103.71,50.29,102.69,1.06,171.65,232.89,329.74,467.27
FY2054-Q2,August_24,QLD,54.93,27.34,54.18,31.8,57.72,31.24,57.24,1.06,171.65,232.89,329.74,467.27
FY2054-Q3,August_24,QLD,120.25,69.14,111.17,76.46,117.33,75.17,116.3,1.06,171.65,232.89,329.74,467.27
FY2054-Q4,August_24,QLD,144.39,78.38,128.96,84.95,134.99,83.84,134.12,1.06,171.65,232.89,329.74,467.27
FY2055-Q1,August_24,QLD,105.23,42.51,98.03,52.98,106.27,51.83,105.33,1.06,169.94,230,307.23,405.52
FY2055-Q2,August_24,QLD,59.45,28.5,55.75,32.71,58.89,32.17,58.43,1.06,169.94,230,307.23,405.52
FY2055-Q3,August_24,QLD,119.65,70.4,112.27,77.35,118.18,75.94,117.06,1.06,169.94,230,307.23,405.52
FY2055-Q4,August_24,QLD,142.01,78.77,127.44,85.72,133.51,84.48,132.56,1.06,169.94,230,307.23,405.52
FY2056-Q1,August_24,QLD,103.28,43.34,98.03,53.8,106.33,52.47,105.33,1.06,168.03,227.31,309.44,425.49
FY2056-Q2,August_24,QLD,54.86,24.64,52.88,29.31,56.68,28.77,56.31,1.06,168.03,227.31,309.44,425.49
FY2056-Q3,August_24,QLD,124.48,70.34,114.86,77.24,120.39,76.58,119.98,1.06,168.03,227.31,309.44,425.49
FY2056-Q4,August_24,QLD,138.23,77.46,124.72,83.95,130.01,82.87,129.17,1.06,168.03,227.31,309.44,425.49
FY2057-Q1,August_24,QLD,110.69,43.7,103.09,54.39,111.59,52.88,110.42,1.06,173.99,235.84,336.63,477
FY2057-Q2,August_24,QLD,56.24,26.18,54.49,29.98,57.67,29.47,57.22,1.06,173.99,235.84,336.63,477
FY2057-Q3,August_24,QLD,121.72,74.02,113.72,81.63,119.87,80.18,118.84,1.06,173.99,235.84,336.63,477
FY2057-Q4,August_24,QLD,147.89,80.69,132.03,86.84,137.91,85.81,137.12,1.06,173.99,235.84,336.63,477
FY2058-Q1,August_24,QLD,103.53,42.63,96.98,52.4,104.55,51.05,103.62,1.06,172.21,234.24,321.6,416.89
FY2058-Q2,August_24,QLD,55.05,24.21,51.31,27.9,54.35,27.4,53.91,1.06,172.21,234.24,321.6,416.89
FY2058-Q3,August_24,QLD,126.59,73.32,116.98,80.29,122.88,79.12,121.95,1.06,172.21,234.24,321.6,416.89
FY2058-Q4,August_24,QLD,139.88,77.66,126.33,83.89,131.95,83.02,131.14,1.06,172.21,234.24,321.6,416.89
FY2059-Q1,August_24,QLD,102.32,43.55,94.98,54.88,102.77,53.23,101.7,1.06,172.8,236.42,323.8,434.56
FY2059-Q2,August_24,QLD,59.28,26.28,55.74,30.71,59.07,30.17,58.63,1.06,172.8,236.42,323.8,434.56
FY2059-Q3,August_24,QLD,127.06,73.69,117.76,80.37,123.23,79.2,122.31,1.06,172.8,236.42,323.8,434.56
FY2059-Q4,August_24,QLD,137.18,77.74,125.87,82.64,130.47,81.83,129.78,1.06,172.8,236.42,323.8,434.56
FY2060-Q1,August_24,QLD,104.48,41.68,99.19,51.21,106.77,50.14,105.98,1.06,172.78,236.83,338.66,507.31
FY2060-Q2,August_24,QLD,47.89,23.64,46.56,28.37,49.76,27.93,49.47,1.06,172.78,236.83,338.66,507.31
FY2060-Q3,August_24,QLD,132.4,82.86,119.38,89.08,124.1,88.45,123.7,1.06,172.78,236.83,338.66,507.31
FY2060-Q4,August_24,QLD,136.33,75.96,124.97,82.87,130.25,82.11,129.58,1.06,172.78,236.83,338.66,507.31
FY2025-Q1,August_24,SA,99.83,43.36,55.77,91.36,104.06,69.5,80.8,41.03,234.07,329.31,452.28,589.76
FY2025-Q2,August_24,SA,66.81,28.48,44.96,76.32,85.85,49.89,65.93,41.03,234.07,329.31,452.28,589.76
FY2025-Q3,August_24,SA,93.13,47.99,75.15,81.8,103.82,66.36,89.94,41.03,234.07,329.31,452.28,589.76
FY2025-Q4,August_24,SA,69.65,28.85,44.87,67.93,82.13,46.75,62.77,41.03,234.07,329.31,452.28,589.76
FY2026-Q1,August_24,SA,110.69,75.75,51.76,120.51,91.77,101.96,77.61,33.8,220.37,310.89,436.16,571.32
FY2026-Q2,August_24,SA,62.54,33.97,36.09,74.6,78.14,60.98,65.78,33.8,220.37,310.89,436.16,571.32
FY2026-Q3,August_24,SA,86.31,64.01,66.39,86.71,90.96,76.37,81.09,33.8,220.37,310.89,436.16,571.32
FY2026-Q4,August_24,SA,72.74,37.75,45.33,68.29,79.99,53.02,64.23,33.8,220.37,310.89,436.16,571.32
FY2027-Q1,August_24,SA,112.39,68.16,59.78,103.37,92.62,91.43,83.11,29.36,231.17,342.04,494.73,689.34
FY2027-Q2,August_24,SA,74.4,44.67,47.4,80.57,81.34,68.84,70.37,29.36,231.17,342.04,494.73,689.34
FY2027-Q3,August_24,SA,91.87,63.59,69.77,84.71,91.87,75.65,83,29.36,231.17,342.04,494.73,689.34
FY2027-Q4,August_24,SA,88.69,58.79,55.58,85.78,83.32,72.99,72.58,29.36,231.17,342.04,494.73,689.34
FY2028-Q1,August_24,SA,110.22,70.11,76.64,95.26,98.23,90.11,94.65,24.89,186.9,264.64,370.54,492.04
FY2028-Q2,August_24,SA,69.63,35.34,58.83,61.56,78.22,54.47,73.72,24.89,186.9,264.64,370.54,492.04
FY2028-Q3,August_24,SA,82.73,54.16,73.05,69.55,90.8,65.59,86.58,24.89,186.9,264.64,370.54,492.04
FY2028-Q4,August_24,SA,81.77,49.57,65.14,69.91,79.11,62.92,75.45,24.89,186.9,264.64,370.54,492.04
FY2029-Q1,August_24,SA,117.58,73.05,87.36,98.02,104.36,92.52,100.55,21.16,197.69,285.45,406.76,565.55
FY2029-Q2,August_24,SA,77.4,41.64,63.84,76.45,88.2,68.5,84.22,21.16,197.69,285.45,406.76,565.55
FY2029-Q3,August_24,SA,99.12,71.39,89.2,85.99,98.42,79.04,94.53,21.16,197.69,285.45,406.76,565.55
FY2029-Q4,August_24,SA,104.23,62.72,84.19,82,99.78,75.14,95.85,21.16,197.69,285.45,406.76,565.55
FY2030-Q1,August_24,SA,124.47,83.22,90.7,105.3,106.36,100.48,103.4,15.61,187.14,271.13,393.55,527.49
FY2030-Q2,August_24,SA,68.5,30.83,55.4,58.44,76.61,53.52,73.66,15.61,187.14,271.13,393.55,527.49
FY2030-Q3,August_24,SA,91.89,64.93,83.46,77.19,92.51,72.07,89.67,15.61,187.14,271.13,393.55,527.49
FY2030-Q4,August_24,SA,93.81,56.68,75.89,74.28,89.13,69.17,85.84,15.61,187.14,271.13,393.55,527.49
FY2031-Q1,August_24,SA,107.85,70.16,83.26,80.23,90.6,78.76,89.67,10.57,168.1,250.2,368.22,533.23
FY2031-Q2,August_24,SA,69.04,35.44,58.39,55.02,73.56,53.38,72.3,10.57,168.1,250.2,368.22,533.23
FY2031-Q3,August_24,SA,83.73,65.9,73.31,69.38,76.96,68.49,76.35,10.57,168.1,250.2,368.22,533.23
FY2031-Q4,August_24,SA,87.35,51.26,70.16,64.06,79.61,62.53,78.65,10.57,168.1,250.2,368.22,533.23
FY2032-Q1,August_24,SA,121.68,73.57,93.68,86.24,101.33,84.7,100.43,9.51,171,251.76,373.62,531.58
FY2032-Q2,August_24,SA,70.29,42.89,60.17,59.74,73.65,57.62,72.27,9.51,171,251.76,373.62,531.58
FY2032-Q3,August_24,SA,89.93,64.08,80.36,69.53,84.78,68.31,83.87,9.51,171,251.76,373.62,531.58
FY2032-Q4,August_24,SA,91.73,61.66,75.39,67.2,81.15,65.73,80.35,9.51,171,251.76,373.62,531.58
FY2033-Q1,August_24,SA,118.99,73.7,92.72,83.32,100.4,81.86,99.24,8.46,172.44,253.77,372.06,505.66
FY2033-Q2,August_24,SA,71.91,38.32,61.47,54.83,73.85,52.87,72.51,8.46,172.44,253.77,372.06,505.66
FY2033-Q3,August_24,SA,89.66,66.09,82.96,72.51,87.86,71.3,86.88,8.46,172.44,253.77,372.06,505.66
FY2033-Q4,August_24,SA,101.11,62.29,80.3,69.1,86.55,68.23,86.07,8.46,172.44,253.77,372.06,505.66
FY2034-Q1,August_24,SA,122.75,70.47,94.16,78.89,101.64,77.94,100.95,7.4,174.51,254.2,370.72,476.42
FY2034-Q2,August_24,SA,64.48,37.38,56.26,52.4,66.16,51.16,65.38,7.4,174.51,254.2,370.72,476.42
FY2034-Q3,August_24,SA,112.53,85.26,104.25,93.34,110.27,92.11,109.41,7.4,174.51,254.2,370.72,476.42
FY2034-Q4,August_24,SA,111.67,69.53,93.3,76.42,99.35,75.16,98.6,7.4,174.51,254.2,370.72,476.42
FY2035-Q1,August_24,SA,119.25,73.13,93.16,80.68,98.8,79.42,97.88,6.34,169.65,246.43,358.96,488.07
FY2035-Q2,August_24,SA,64.9,34.81,55.61,47.24,65.36,46,64.57,6.34,169.65,246.43,358.96,488.07
FY2035-Q3,August_24,SA,103.75,75,97.97,81.39,103.01,80.12,102.06,6.34,169.65,246.43,358.96,488.07
FY2035-Q4,August_24,SA,114.97,68.3,93,77.05,98.48,75.9,97.7,6.34,169.65,246.43,358.96,488.07
FY2036-Q1,August_24,SA,125.47,69.86,94.87,82.68,104.2,80.78,102.87,5.29,194.5,280.08,405.68,579.53
FY2036-Q2,August_24,SA,57,27.82,48.72,43.13,59.83,41.29,58.38,5.29,194.5,280.08,405.68,579.53
FY2036-Q3,August_24,SA,127.4,81.54,121.05,94.11,131.31,91.69,129.51,5.29,194.5,280.08,405.68,579.53
FY2036-Q4,August_24,SA,146.95,85.44,118.61,98.26,126.21,95.32,124.53,5.29,194.5,280.08,405.68,579.53
FY2037-Q1,August_24,SA,126.08,73.2,95.08,83.21,102.52,82.13,101.72,4.23,185.86,266.89,381.39,511.53
FY2037-Q2,August_24,SA,53.76,27.53,45.88,40.02,55.55,38.73,54.74,4.23,185.86,266.89,381.39,511.53
FY2037-Q3,August_24,SA,144.7,106.24,125.11,116.18,131.51,114.04,130.23,4.23,185.86,266.89,381.39,511.53
FY2037-Q4,August_24,SA,129.07,79.59,109.3,88.86,115.2,86.55,113.96,4.23,185.86,266.89,381.39,511.53
FY2038-Q1,August_24,SA,128.87,76.11,96.56,85.08,103.28,84.19,102.65,3.17,186.58,267.65,397.32,559.38
FY2038-Q2,August_24,SA,54.72,27.79,46.21,39,55.42,37.98,54.69,3.17,186.58,267.65,397.32,559.38
FY2038-Q3,August_24,SA,127.34,84.67,122.09,91.5,127.04,90.4,126.4,3.17,186.58,267.65,397.32,559.38
FY2038-Q4,August_24,SA,148.29,82.67,121.09,90.14,126.1,88.39,125.11,3.17,186.58,267.65,397.32,559.38
FY2039-Q1,August_24,SA,121.47,75.05,94.38,81.55,99,80.5,98.17,2.11,184.4,265.17,395.91,583.92
FY2039-Q2,August_24,SA,61.95,31.72,55.46,39.86,62.06,39.27,61.66,2.11,184.4,265.17,395.91,583.92
FY2039-Q3,August_24,SA,140.26,88.9,133.21,94.74,137.62,94.18,137.25,2.11,184.4,265.17,395.91,583.92
FY2039-Q4,August_24,SA,145.68,85.2,124.91,90.65,129.98,89.8,129.38,2.11,184.4,265.17,395.91,583.92
FY2040-Q1,August_24,SA,129.24,80.81,103.16,85.33,106.42,84.93,106.08,1.06,180.98,257.72,378.21,505.66
FY2040-Q2,August_24,SA,59.93,33.09,53.62,38,57.58,37.68,57.36,1.06,180.98,257.72,378.21,505.66
FY2040-Q3,August_24,SA,138.67,91.54,131.58,97.2,136.26,97.03,136.1,1.06,180.98,257.72,378.21,505.66
FY2040-Q4,August_24,SA,150.27,89.33,129.94,94.47,133.54,93.91,132.97,1.06,180.98,257.72,378.21,505.66
FY2041-Q1,August_24,SA,147.62,80.87,103.99,86.53,108.44,86.29,108.19,1.06,178.43,256.66,383.01,507.11
FY2041-Q2,August_24,SA,57.65,34.67,49.82,39.24,53.6,38.97,53.43,1.06,178.43,256.66,383.01,507.11
FY2041-Q3,August_24,SA,133.74,92.9,125.92,97.18,129.05,96.84,128.87,1.06,178.43,256.66,383.01,507.11
FY2041-Q4,August_24,SA,138.85,92.52,118.35,97.55,122.68,97.31,122.44,1.06,178.43,256.66,383.01,507.11
FY2042-Q1,August_24,SA,130.49,74.73,93.88,80.65,98.4,80.31,98.14,1.06,176.79,245.04,358.23,496.19
FY2042-Q2,August_24,SA,62.92,33.3,52.82,38.91,57.86,38.52,57.56,1.06,176.79,245.04,358.23,496.19
FY2042-Q3,August_24,SA,128.09,80.2,120.3,86.77,125.56,86.23,125.1,1.06,176.79,245.04,358.23,496.19
FY2042-Q4,August_24,SA,141.09,86.25,116.77,92.55,122,92.08,121.68,1.06,176.79,245.04,358.23,496.19
FY2043-Q1,August_24,SA,126.97,70.99,94.12,78.31,99.94,78.05,99.73,1.06,186.64,254.62,343.68,448.31
FY2043-Q2,August_24,SA,57.98,29.56,50.52,35.6,55.79,35.18,55.37,1.06,186.64,254.62,343.68,448.31
FY2043-Q3,August_24,SA,123.48,72.27,116.86,78.62,122.14,78.21,121.7,1.06,186.64,254.62,343.68,448.31
FY2043-Q4,August_24,SA,151.03,105.25,134.43,115.1,140.77,114.17,140.25,1.06,186.64,254.62,343.68,448.31
FY2044-Q1,August_24,SA,135.5,65.85,101.72,73.93,108.46,73.2,107.84,1.06,197.24,271.14,375.9,523.69
FY2044-Q2,August_24,SA,60.61,26.73,53.83,33.06,59.74,32.63,59.31,1.06,197.24,271.14,375.9,523.69
FY2044-Q3,August_24,SA,121.47,65.01,114.39,74.48,122.77,73.99,122.35,1.06,197.24,271.14,375.9,523.69
FY2044-Q4,August_24,SA,142.47,79.86,116.9,86.82,121.69,86.22,121.09,1.06,197.24,271.14,375.9,523.69
FY2045-Q1,August_24,SA,129.8,65.05,97.65,71.47,103.17,71.07,102.74,1.06,188.37,258.05,371.75,555.66
FY2045-Q2,August_24,SA,61.21,27.06,52.71,33.74,58.45,33.15,57.93,1.06,188.37,258.05,371.75,555.66
FY2045-Q3,August_24,SA,115.29,67.63,111.79,74.61,117.74,73.9,117.16,1.06,188.37,258.05,371.75,555.66
FY2045-Q4,August_24,SA,149.76,79.33,128.69,86.92,134.67,86.2,134.03,1.06,188.37,258.05,371.75,555.66
FY2046-Q1,August_24,SA,121.05,64.8,92.6,71.42,98.3,71.01,97.94,1.06,189.48,259.92,366.6,519.37
FY2046-Q2,August_24,SA,63.36,28.95,52.72,35.19,58.09,34.68,57.65,1.06,189.48,259.92,366.6,519.37
FY2046-Q3,August_24,SA,131,71.2,126.94,79.14,133.52,78.32,132.8,1.06,189.48,259.92,366.6,519.37
FY2046-Q4,August_24,SA,142.59,82.76,125.84,90.28,131.82,89.59,131.26,1.06,189.48,259.92,366.6,519.37
FY2047-Q1,August_24,SA,140.68,62.05,101.48,68.13,107.13,67.65,106.75,1.06,191.1,259.79,361.07,477.48
FY2047-Q2,August_24,SA,61.58,29.87,51.85,37.16,57.71,36.66,57.32,1.06,191.1,259.79,361.07,477.48
FY2047-Q3,August_24,SA,117.7,74.11,111.58,81.8,117.54,81.09,117.02,1.06,191.1,259.79,361.07,477.48
FY2047-Q4,August_24,SA,138.25,81.23,117.75,89.06,123.47,88.07,122.8,1.06,191.1,259.79,361.07,477.48
FY2048-Q1,August_24,SA,128.33,64.22,95.84,69.88,100.71,69.45,100.28,1.06,199.46,279.36,397.7,571.09
FY2048-Q2,August_24,SA,55.24,24.76,48.29,33,55.41,32.49,54.91,1.06,199.46,279.36,397.7,571.09
FY2048-Q3,August_24,SA,117.71,62.09,113.57,70.99,121.74,70.21,121.04,1.06,199.46,279.36,397.7,571.09
FY2048-Q4,August_24,SA,158.79,91.54,129.06,99.44,133.83,98.69,133.32,1.06,199.46,279.36,397.7,571.09
FY2049-Q1,August_24,SA,133.92,61.6,96.68,66.88,101.43,66.54,101.14,1.06,200.04,281.22,402.71,565.17
FY2049-Q2,August_24,SA,66.08,26.58,57.59,33.59,64.57,32.96,64.04,1.06,200.04,281.22,402.71,565.17
FY2049-Q3,August_24,SA,111.46,62.19,107.67,70.09,113.61,69.56,113.08,1.06,200.04,281.22,402.71,565.17
FY2049-Q4,August_24,SA,147.19,86.56,126.16,95.08,132.49,94.29,131.9,1.06,200.04,281.22,402.71,565.17
FY2050-Q1,August_24,SA,125.63,60.42,92.27,66.52,97.36,66.33,97.19,1.06,194.64,275.63,402.23,569.27
FY2050-Q2,August_24,SA,48.36,22.26,41.48,29.13,47.36,28.72,46.99,1.06,194.64,275.63,402.23,569.27
FY2050-Q3,August_24,SA,126.86,63.59,119.44,71.45,126.01,70.89,125.47,1.06,194.64,275.63,402.23,569.27
FY2050-Q4,August_24,SA,142.38,83.3,118.38,90.93,124.07,90.18,123.65,1.06,194.64,275.63,402.23,569.27
FY2051-Q1,August_24,SA,126.99,60.83,93.81,66.89,99.18,66.59,98.8,1.06,196.16,276.9,403.03,568.23
FY2051-Q2,August_24,SA,49.62,22.42,42.98,29.46,48.77,28.87,48.28,1.06,196.16,276.9,403.03,568.23
FY2051-Q3,August_24,SA,127.32,63.47,120.33,71.63,127.16,70.87,126.44,1.06,196.16,276.9,403.03,568.23
FY2051-Q4,August_24,SA,143.36,82.89,119.4,90.86,125.26,90.22,124.9,1.06,196.16,276.9,403.03,568.23
FY2052-Q1,August_24,SA,137.1,68.8,94.48,76.19,100.53,75.75,100.11,1.06,205.99,290.85,417.03,554.27
FY2052-Q2,August_24,SA,55.16,21.28,43.22,28.18,49.32,27.74,48.88,1.06,205.99,290.85,417.03,554.27
FY2052-Q3,August_24,SA,116.47,58.7,116.45,68.24,124.98,67.58,124.51,1.06,205.99,290.85,417.03,554.27
FY2052-Q4,August_24,SA,139.58,79.86,115.43,87.47,120.6,86.94,120.12,1.06,205.99,290.85,417.03,554.27
FY2053-Q1,August_24,SA,134.03,65.53,99.22,71.06,104.14,70.81,103.85,1.06,197.99,277.84,401.86,554.04
FY2053-Q2,August_24,SA,59.63,22.06,46.86,29.27,53.18,28.79,52.72,1.06,197.99,277.84,401.86,554.04
FY2053-Q3,August_24,SA,115.28,59,107.72,67.14,113.97,66.42,113.31,1.06,197.99,277.84,401.86,554.04
FY2053-Q4,August_24,SA,138.48,83.25,120.04,90.8,125.46,90.05,124.98,1.06,197.99,277.84,401.86,554.04
FY2054-Q1,August_24,SA,137.47,63.14,99.2,69.4,104.86,69.06,104.51,1.06,197.36,276.8,373.96,492.43
FY2054-Q2,August_24,SA,49.6,22.13,42.92,29.15,48.75,28.62,48.29,1.06,197.36,276.8,373.96,492.43
FY2054-Q3,August_24,SA,121.53,59.38,113.08,67.11,119.81,66.54,119.34,1.06,197.36,276.8,373.96,492.43
FY2054-Q4,August_24,SA,140.43,84.44,121.56,92.43,127.38,91.71,126.88,1.06,197.36,276.8,373.96,492.43
FY2055-Q1,August_24,SA,134.82,62.15,97.52,68.41,102.75,68.13,102.46,1.06,198.77,281.67,400.69,549.41
FY2055-Q2,August_24,SA,60.19,23.48,52.25,30.83,58.55,30.25,57.98,1.06,198.77,281.67,400.69,549.41
FY2055-Q3,August_24,SA,109.41,60.89,106.06,68.04,111.6,67.49,111.17,1.06,198.77,281.67,400.69,549.41
FY2055-Q4,August_24,SA,150.72,91.71,129.95,99.47,136.15,98.58,135.43,1.06,198.77,281.67,400.69,549.41
FY2056-Q1,August_24,SA,136.82,68.12,97.87,74.86,103.63,74.24,103.06,1.06,201.4,286.68,422.2,628.77
FY2056-Q2,August_24,SA,47.11,22.03,40.78,29.43,46.45,28.95,46.06,1.06,201.4,286.68,422.2,628.77
FY2056-Q3,August_24,SA,117.67,65.56,112.96,75.55,120.85,74.71,120.3,1.06,201.4,286.68,422.2,628.77
FY2056-Q4,August_24,SA,152.09,89.74,121.79,97.68,126.71,96.94,126.38,1.06,201.4,286.68,422.2,628.77
FY2057-Q1,August_24,SA,137.07,71.35,102.27,77.83,107.65,77.66,107.48,1.06,196.8,275.72,396.78,550
FY2057-Q2,August_24,SA,60,22.63,47.13,28.79,52.73,28.36,52.25,1.06,196.8,275.72,396.78,550
FY2057-Q3,August_24,SA,118.39,69.25,108.97,78.37,115.62,77.51,115,1.06,196.8,275.72,396.78,550
FY2057-Q4,August_24,SA,144.26,89.92,125.31,98.39,131,97.8,130.5,1.06,196.8,275.72,396.78,550
FY2058-Q1,August_24,SA,140.42,65.51,101.89,72.1,107.36,71.73,107.05,1.06,195.88,273.55,392.81,523.91
FY2058-Q2,August_24,SA,55.59,24.64,48.35,31.99,54.13,31.34,53.63,1.06,195.88,273.55,392.81,523.91
FY2058-Q3,August_24,SA,112.4,70.81,106.43,78.3,111.87,77.73,111.44,1.06,195.88,273.55,392.81,523.91
FY2058-Q4,August_24,SA,147,90.2,124.37,97.47,129.53,96.75,129.09,1.06,195.88,273.55,392.81,523.91
FY2059-Q1,August_24,SA,141.96,76.92,105.58,84.09,111.54,83.73,111.23,1.06,196.32,275.46,394.06,570.76
FY2059-Q2,August_24,SA,52.96,22.51,45.96,29.19,51.44,28.74,51.1,1.06,196.32,275.46,394.06,570.76
FY2059-Q3,August_24,SA,112.27,62.57,109.9,69.07,115.11,68.37,114.52,1.06,196.32,275.46,394.06,570.76
FY2059-Q4,August_24,SA,147.61,96.57,132.4,105.09,138.09,104.15,137.52,1.06,196.32,275.46,394.06,570.76
FY2060-Q1,August_24,SA,139.57,66.7,108.8,72.83,114.68,72.19,113.94,1.06,201.63,289.22,429.19,609.85
